DBN,Location,Location Type,Total_GC&SW,Total GC,Total SW,Full Time GC,Full Time SW
15K821,Sunset Park Prep,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
15K839,M.S. 839,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
15K896,The School of Creativity and Innovation,Elementary,2.0,1.0,1.0,1.0,1.0
16K005,P.S. 005 Dr. Ronald Mcnair,Elementary,2.0,1.0,1.0,1.0,1.0
16K021,P.S. 021 Crispus Attucks,Elementary,3.0,1.0,2.0,1.0,2.0
16K025,P.S. 025 Eubie Blake School,Elementary,0.4,0.4,0.0,0.0,0.0
16K026,P.S. 026 Jesse Owens,Elementary,2.0,1.0,1.0,1.0,1.0
16K028,P.S. 028 The Warren Prep Academy,Elementary,2.0,1.0,1.0,1.0,1.0
16K035,M.S. 035 Stephen Decatur,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
16K040,P.S. 040 George W. Carver,Elementary,1.0,1.0,0.0,1.0,0.0
16K057,J.H.S. 057 Whitelaw Reid,Junior High-Intermediate-Middle,2.6,1.6,1.0,1.0,1.0
16K081,P.S. 081 Thaddeus Stevens,Elementary,2.0,1.0,1.0,1.0,1.0
16K243,P.S. 243K- The Weeksville School,Elementary,1.4,0.4,1.0,0.0,1.0
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Elementary,0.6,0.6,0.0,0.0,0.0
16K267,"M.S. 267 Math, Science & Technology",Junior High-Intermediate-Middle,1.6,0.6,1.0,0.0,1.0
16K308,P.S. 308 Clara Cardwell,K-8,1.8,0.8,1.0,0.0,1.0
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,2.0,1.0,1.0,1.0,1.0
16K335,P.S. 335 Granville T. Woods,Elementary,2.0,1.0,1.0,1.0,1.0
16K455,Boys and Girls High School,High school,4.0,2.0,2.0,2.0,2.0
16K498,Brooklyn High School for Law and Technology,High school,3.0,3.0,0.0,3.0,0.0
16K627,Brighter Choice Community School,Elementary,2.0,1.0,1.0,1.0,1.0
16K628,Brooklyn Brownstone School,Elementary,1.0,1.0,0.0,1.0,0.0
16K669,Research and Service High School,High school,3.0,3.0,0.0,3.0,0.0
16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,1.8,1.8,0.0,0.0,0.0
16K688,The Brooklyn Academy of Global Finance,High school,1.0,1.0,0.0,1.0,0.0
16K765,Nelson Mandela High School,High school,2.0,2.0,0.0,2.0,0.0
16K898,The Brooklyn Green School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K002,Parkside Preparatory Academy,Junior High-Intermediate-Middle,1.0,0.0,1.0,0.0,1.0
17K006,Norma Adams Clemons Academy,Elementary,2.0,1.0,1.0,1.0,1.0
17K012,Dr. Jacqueline Peek-Davis School,Elementary,3.0,2.0,1.0,2.0,1.0
17K061,M.S. 061 Dr. Gladstone H. Atwell,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
17K091,P.S. 091 The Albany Avenue School,Elementary,1.5,0.5,1.0,0.0,1.0
17K092,P.S. 092 Adrian Hegeman,Elementary,2.0,1.0,1.0,1.0,1.0
17K122,Pathways in Technology Early College High School (,High school,3.3,3.0,0.3,3.0,0.0
17K138,P.S. 138 Brooklyn,K-8,2.0,1.0,1.0,1.0,1.0
17K161,P.S. 161 The Crown,Elementary,3.0,2.0,1.0,2.0,1.0
17K181,P.S. 181 Brooklyn,K-8,3.0,1.0,2.0,1.0,2.0
17K189,P.S. 189 The Bilingual Center,K-8,3.0,2.0,1.0,2.0,1.0
17K191,P.S. 191 Paul Robeson,Elementary,0.4,0.4,0.0,0.0,0.0
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,0.6,0.6,0.0,0.0,0.0
17K241,P.S. 241 Emma L. Johnston,Elementary,2.0,1.0,1.0,1.0,1.0
17K246,M.S. 246 Walt Whitman,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
17K249,P.S. 249 The Caton,Elementary,1.8,1.0,0.8,1.0,0.0
17K289,P.S. 289 George V. Brower,Elementary,2.0,1.0,1.0,1.0,1.0
17K316,P.S. 316 Elijah Stroud,Elementary,3.0,1.0,2.0,1.0,2.0
17K340,I.S. 340,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K352,Ebbets Field Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K353,Elijah Stroud Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K354,The School of Integrated Learning,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K375,P.S. 375 Jackie Robinson School,Elementary,2.0,1.0,1.0,1.0,1.0
17K382,Academy for College Preparation and Career Explora,Secondary School,2.0,2.0,0.0,2.0,0.0
17K394,M.S. K394,K-8,1.4,0.4,1.0,0.0,1.0
17K397,P.S. 397 Foster-Laurie,Elementary,0.5,0.5,0.0,0.0,0.0
17K398,P.S. 398 Walter Weaver,Elementary,0.6,0.6,0.0,0.0,0.0
17K399,P.S. 399 Stanley Eugene Clark,Elementary,1.4,0.4,1.0,0.0,1.0
17K408,Academy of Hospitality and Tourism,High school,1.0,1.0,0.0,1.0,0.0
17K484,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K524,International High School at Prospect Heights,High school,3.2,1.0,2.2,1.0,2.0
17K528,The High School for Global Citizenship,High school,1.0,1.0,0.0,1.0,0.0
17K531,"School for Human Rights, The",High school,2.2,0.0,2.2,0.0,2.0
17K532,New Bridges Elementary,Elementary,2.0,1.0,1.0,1.0,1.0
17K537,High School for Youth and Community Development at,High school,4.0,2.0,2.0,2.0,2.0
17K539,High School for Service & Learning at Erasmus,High school,2.2,2.0,0.2,2.0,0.0
17K543,"Science, Technology and Research Early College Hig",Secondary School,2.2,2.0,0.2,2.0,0.0
17K546,High School for Public Service: Heroes of Tomorrow,High school,3.2,2.0,1.2,2.0,1.0
17K547,Brooklyn Academy of Science and the Environment,High school,3.2,2.0,1.2,2.0,1.0
17K548,Brooklyn School for Music & Theatre,High school,2.0,2.0,0.0,2.0,0.0
17K568,Brownsville Academy High School,High school,1.0,1.0,0.0,1.0,0.0
17K590,Medgar Evers College Preparatory School,Secondary School,3.3,3.0,0.3,3.0,0.0
17K600,Clara Barton High School,High school,8.2,7.0,1.2,7.0,1.0
17K646,Aspirations Diploma Plus High School,High school,2.0,2.0,0.0,2.0,0.0
17K705,Brooklyn Arts and Science Elementary School,Elementary,1.0,0.0,1.0,0.0,1.0
17K722,New Heights Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
17K745,Brooklyn Institute for Liberal Arts,High school,4.2,3.0,1.2,3.0,1.0
17K751,Academy for Health Careers,High school,1.3,1.0,0.3,1.0,0.0
17K770,P.S. 770 New American Academy,Elementary,2.0,1.0,1.0,1.0,1.0
18K066,P.S. 66,K-8,1.0,1.0,0.0,1.0,0.0
18K068,I.S. 068 Isaac Bildersee,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
18K114,P.S. 114 Ryder Elementary,Elementary,2.0,1.0,1.0,1.0,1.0
18K115,P.S. 115 Daniel Mucatel School,Elementary,2.0,1.0,1.0,1.0,1.0
18K135,P.S. 135 Sheldon A. Brookner,Elementary,2.0,1.0,1.0,1.0,1.0
18K208,P.S. 208 Elsa Ebeling,Elementary,1.0,1.0,0.0,1.0,0.0
18K211,I.S. 211 John Wilson,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
18K219,P.S. 219 Kennedy-King,Elementary,2.0,1.0,1.0,1.0,1.0
18K233,P.S. 233 Langston Hughes,Elementary,1.0,1.0,0.0,1.0,0.0
18K235,P.S. 235 Janice Marie Knight School,K-8,3.0,1.0,2.0,1.0,2.0
18K244,P.S. 244 Richard R. Green,Elementary,2.0,1.0,1.0,1.0,1.0
18K268,P.S. 268 Emma Lazarus,Elementary,1.0,1.0,0.0,1.0,0.0
18K272,P.S. 272 Curtis Estabrook,Elementary,2.0,1.0,1.0,1.0,1.0
18K276,P.S. 276 Louis Marshall,Elementary,2.0,1.0,1.0,1.0,1.0
18K279,P.S. 279 Herman Schreiber,Elementary,1.0,1.0,0.0,1.0,0.0
18K285,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
18K563,It Takes a Village Academy,High school,4.0,3.0,1.0,3.0,1.0
18K566,Brooklyn Generation School,High school,3.0,1.0,2.0,1.0,2.0
18K567,Brooklyn Theatre Arts High School,High school,2.0,2.0,0.0,2.0,0.0
18K569,Kurt Hahn Expeditionary Learning School,High school,3.0,2.0,1.0,2.0,1.0
18K576,Victory Collegiate High School,High school,2.0,2.0,0.0,2.0,0.0
18K578,Brooklyn Bridge Academy,High school,2.0,1.0,1.0,1.0,1.0
18K581,East Flatbush Community Research School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
18K588,Middle School for Art and Philosophy,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
18K617,High School for Innovation in Advertising and Medi,High school,1.0,1.0,0.0,1.0,0.0
18K629,Cultural Academy for the Arts and Sciences,High school,2.0,2.0,0.0,2.0,0.0
18K633,High School for Medical Professions,High school,2.0,1.0,1.0,1.0,1.0
18K635,Olympus Academy,High school,1.0,1.0,0.0,1.0,0.0
18K637,Academy for Conservation and the Environment,High school,1.0,1.0,0.0,1.0,0.0
18K642,Urban Action Academy,High school,1.0,1.0,0.0,1.0,0.0
18K673,East Brooklyn Community High School,High school,2.0,1.0,1.0,1.0,1.0
18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
19K007,P.S. 007 Abraham Lincoln,Elementary,1.0,1.0,0.0,1.0,0.0
19K013,P.S. 013 Roberto Clemente,Elementary,3.0,1.0,2.0,1.0,2.0
19K065,P.S. 065,Elementary,1.0,1.0,0.0,1.0,0.0
19K089,P.S. 089 Cypress Hills,K-8,2.6,2.6,0.0,2.0,0.0
19K108,P.S. 108 Sal Abbracciamento,Elementary,3.0,1.0,2.0,1.0,2.0
19K149,P.S. 149 Danny Kaye,Elementary,2.0,1.0,1.0,1.0,1.0
19K158,P.S. 158 Warwick,Elementary,1.0,1.0,0.0,1.0,0.0
19K159,P.S. 159 Isaac Pitkin,Elementary,2.0,1.0,1.0,1.0,1.0
19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
19K190,P.S. 190 Sheffield,Elementary,1.6,0.6,1.0,0.0,1.0
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,2.0,1.0,1.0,1.0,1.0
19K213,P.S. 213 New Lots,Elementary,1.0,1.0,0.0,1.0,0.0
19K214,P.S. 214 Michael Friedsam,Elementary,2.0,1.0,1.0,1.0,1.0
19K218,J.H.S. 218 James P. Sinnott,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
19K224,P.S. 224 Hale A. Woodruff,Elementary,2.0,1.0,1.0,1.0,1.0
19K273,P.S. 273 Wortman,Elementary,2.0,0.0,2.0,0.0,2.0
19K290,P.S. 290 Juan Morel Campos,Elementary,2.0,1.0,1.0,1.0,1.0
19K292,J.H.S. 292 Margaret S. Douglas,Junior High-Intermediate-Middle,2.3,2.0,0.3,2.0,0.0
19K306,P.S. 306 Ethan Allen,Elementary,1.0,1.0,0.0,1.0,0.0
19K325,The Fresh Creek School,Elementary,0.2,0.2,0.0,0.0,0.0
19K328,P.S. 328 Phyllis Wheatley,Elementary,1.0,0.0,1.0,0.0,1.0
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,1.6,0.6,1.0,0.0,1.0
19K346,P.S. 346 Abe Stark,Elementary,3.0,2.0,1.0,2.0,1.0
19K364,I.S. 364 Gateway,Junior High-Intermediate-Middle,1.9,1.6,0.3,1.0,0.0
19K404,Academy for Young Writers,Secondary School,3.0,3.0,0.0,3.0,0.0
19K409,East New York Family Academy,Secondary School,3.2,3.0,0.2,3.0,0.0
19K422,Spring Creek Community School,Secondary School,3.2,3.0,0.2,3.0,0.0
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
19K502,FDNY - Captain Vernon A. Richard High School for F,High school,2.1,1.0,1.1,1.0,1.0
19K504,High School for Civil Rights,High school,1.2,1.0,0.2,1.0,0.0
19K507,Performing Arts and Technology High School,High school,2.1,2.0,0.1,2.0,0.0
19K510,World Academy for Total Community Health High Scho,High school,3.2,2.0,1.2,2.0,1.0
19K557,Brooklyn Gardens Elementary School,Elementary,1.0,1.0,0.0,1.0,0.0
19K583,Multicultural High School,High school,3.9,3.8,0.1,3.0,0.0
19K615,Transit Tech Career and Technical Education High S,High school,3.6,3.4,0.2,3.0,0.0
19K618,Academy of Innovative Technology,High school,3.1,2.0,1.1,2.0,1.0
19K639,Brooklyn Lab School,High school,4.1,3.0,1.1,3.0,1.0
19K654,Van Siclen Community Middle School,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
19K659,Cypress Hills Collegiate Preparatory School,High school,2.1,2.0,0.1,2.0,0.0
19K660,W. H. Maxwell Career and Technical Education High,High school,2.3,2.0,0.3,2.0,0.0
19K661,Vista Academy,Junior High-Intermediate-Middle,1.4,1.2,0.2,1.0,0.0
19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
19K677,East New York Elementary School of Excellence,Elementary,2.0,1.0,1.0,1.0,1.0
19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,1.3,1.0,0.3,1.0,0.0
19K683,School for Classics High School,High school,2.2,2.0,0.2,2.0,0.0
19K760,Highland Park Community School,Junior High-Intermediate-Middle,1.2,0.0,1.2,0.0,1.0
19K764,The Urban Assembly School for Collaborative Health,High school,3.1,2.0,1.1,2.0,1.0
19K907,M.S. 907,Junior High-Intermediate-Middle,1.3,1.0,0.3,1.0,0.0
20K030,P.S./I.S. 30 Mary White Ovington,K-8,3.0,2.0,1.0,2.0,1.0
20K048,P.S. 048 Mapleton,Elementary,1.0,1.0,0.0,1.0,0.0
20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
20K069,P.S. 69 Vincent D. Grippo School,Elementary,2.0,1.0,1.0,1.0,1.0
20K102,P.S. 102 The Bayview,Elementary,3.4,2.4,1.0,1.0,1.0
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,2.0,1.0,1.0,1.0,1.0
20K105,P.S. 105 The Blythebourne,Elementary,4.0,3.0,1.0,3.0,1.0
20K112,P.S. 112 Lefferts Park,Elementary,1.0,1.0,0.0,1.0,0.0
20K127,P.S. 127 Mckinley Park,Elementary,1.0,1.0,0.0,1.0,0.0
20K160,P.S. 160 William T. Sampson,Elementary,4.0,3.0,1.0,3.0,1.0
20K163,P.S. 163 Bath Beach,K-8,1.0,1.0,0.0,1.0,0.0
20K164,P.S. 164 Caesar Rodney,Elementary,2.0,1.0,1.0,1.0,1.0
20K170,Ralph A. Fabrizio School,Elementary,3.0,2.0,1.0,2.0,1.0
20K176,P.S. 176 Ovington,Elementary,3.0,2.0,1.0,2.0,1.0
20K179,P.S. 179 Kensington,Elementary,3.0,2.0,1.0,2.0,1.0
20K180,The SEEALL Academy,K-8,4.0,3.0,1.0,3.0,1.0
20K185,P.S. 185 Walter Kassenbrock,Elementary,2.0,1.0,1.0,1.0,1.0
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,2.4,1.4,1.0,1.0,1.0
20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,4.8,3.8,1.0,3.0,1.0
20K200,P.S. 200 Benson School,Elementary,3.0,2.0,1.0,2.0,1.0
20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
20K204,P.S. 204 Vince Lombardi,Elementary,3.0,2.0,1.0,2.0,1.0
20K205,P.S. 205 Clarion,Elementary,2.0,1.0,1.0,1.0,1.0
20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,2.8,2.6,0.2,2.0,0.0
20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
20K229,P.S. 229 Dyker,K-8,2.0,1.0,1.0,1.0,1.0
20K247,P.S. 247 Brooklyn,Elementary,1.0,1.0,0.0,1.0,0.0
20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,2.0,1.0,1.0,1.0,1.0
20K310,The School For Future Leaders,Elementary,1.0,1.0,0.0,1.0,0.0
20K445,New Utrecht High School,High school,18.2,15.0,3.2,15.0,3.0
20K485,High School of Telecommunication Arts and Technolo,High school,6.2,3.0,3.2,3.0,3.0
20K490,Fort Hamilton High School,High school,22.6,18.4,4.2,18.0,4.0
20K503,P.S. 503: The School of Discovery,Elementary,2.0,1.0,1.0,1.0,1.0
20K505,Franklin Delano Roosevelt High School,High school,17.2,15.0,2.2,15.0,2.0
20K506,P.S. 506: The School of Journalism & Technology,Elementary,3.0,2.0,1.0,2.0,1.0
20K609,Urban Assembly School for Criminal Justice,Secondary School,2.2,2.0,0.2,2.0,0.0
20K682,The Academy of Talented Scholars,Elementary,1.0,1.0,0.0,1.0,0.0
20K686,Brooklyn School of Inquiry,K-8,2.0,1.0,1.0,1.0,1.0
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,2.0,1.8,0.2,1.0,0.0
20K971,"School of Math, Science, and Healthy Living",Elementary,1.0,1.0,0.0,1.0,0.0
21K090,P.S. 90 Edna Cohen School,Elementary,1.0,1.0,0.0,1.0,0.0
21K095,P.S. 095 The Gravesend,K-8,3.0,2.0,1.0,2.0,1.0
21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
21K097,P.S. 97 The Highlawn,Elementary,1.9,0.9,1.0,0.0,1.0
21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,3.4,2.4,1.0,2.0,1.0
21K099,P.S. 099 Isaac Asimov,K-8,2.0,1.0,1.0,1.0,1.0
21K100,P.S. 100 The Coney Island School,Elementary,2.0,1.0,1.0,1.0,1.0
21K101,P.S. 101 The Verrazano,Elementary,2.4,1.4,1.0,1.0,1.0
21K121,P.S. 121 Nelson A. Rockefeller,K-8,3.0,2.0,1.0,2.0,1.0
21K128,P.S. 128 Bensonhurst,Elementary,1.0,1.0,0.0,1.0,0.0
21K153,P.S. 153 Homecrest,Elementary,2.0,1.0,1.0,0.0,1.0
21K177,P.S. 177 The Marlboro,Elementary,3.0,1.0,2.0,1.0,2.0
21K188,P.S. 188 Michael E. Berdy,Elementary,2.0,1.0,1.0,1.0,1.0
21K199,P.S. 199 Frederick Wachtel,Elementary,1.0,1.0,0.0,1.0,0.0
21K209,P.S. 209 Margaret Mead,K-8,2.0,1.0,1.0,1.0,1.0
21K212,P.S. 212 Lady Deborah Moody,Elementary,2.0,1.0,1.0,1.0,1.0
21K215,P.S. 215 Morris H. Weiss,Elementary,2.4,1.4,1.0,1.0,1.0
21K216,P.S. 216 Arturo Toscanini,Elementary,2.0,1.0,1.0,1.0,1.0
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,1.0,1.0,0.0,1.0,0.0
21K226,P.S. 226 Alfred De B. Mason,K-8,1.0,1.0,0.0,1.0,0.0
21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
21K238,P.S. 238 Anne Sullivan,K-8,3.0,2.0,1.0,2.0,1.0
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,3.9,2.9,1.0,2.0,1.0
21K253,P.S. 253,Elementary,2.0,1.0,1.0,1.0,1.0
21K281,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle,4.0,2.0,2.0,2.0,2.0
21K288,P.S. 288 The Shirley Tanyhill,K-8,2.0,1.0,1.0,1.0,1.0
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
21K329,P.S. 329 Surfside,Elementary,1.0,1.0,0.0,1.0,0.0
21K337,International High School at Lafayette,High school,4.0,1.8,2.2,1.0,2.0
21K344,Rachel Carson High School for Coastal Studies,High school,4.3,4.0,0.3,4.0,0.0
21K348,High School of Sports Management,High school,1.2,1.0,0.2,1.0,0.0
21K410,Abraham Lincoln High School,High school,11.3,7.0,4.3,7.0,4.0
21K468,Kingsborough Early College School,Secondary School,1.2,1.0,0.2,1.0,0.0
21K525,Edward R. Murrow High School,High school,17.3,16.0,1.3,16.0,1.0
21K540,John Dewey High School,High school,12.2,11.0,1.2,11.0,1.0
