DBN,Location,Location Type,Total_GC&SW,Total GC,Total SW,Full Time GC,Full Time SW
03M009,P.S. 009 Sarah Anderson,Elementary,2.0,1.0,1.0,1.0,1.0
03M054,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
03M075,P.S. 075 Emily Dickinson,Elementary,3.0,2.0,1.0,2.0,1.0
03M076,P.S. 076 A. Philip Randolph,K-8,2.0,1.0,1.0,1.0,1.0
03M084,P.S. 084 Lillian Weber,Elementary,1.0,1.0,0.0,1.0,0.0
03M087,P.S. 087 William Sherman,Elementary,2.0,1.0,1.0,1.0,1.0
03M145,"P.S. 145, The Bloomingdale School",Elementary,3.0,1.0,2.0,1.0,2.0
03M149,P.S. 149 Sojourner Truth,K-8,3.0,2.0,1.0,2.0,1.0
03M163,P.S. 163 Alfred E. Smith,Elementary,2.0,1.0,1.0,1.0,1.0
03M165,P.S. 165 Robert E. Simon,Elementary,1.7,0.7,1.0,0.0,1.0
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,2.0,1.0,1.0,1.0,1.0
03M180,P.S. 180 Hugo Newman,K-8,1.0,1.0,0.0,1.0,0.0
03M185,The Locke School of Arts and Engineering,Elementary,1.0,1.0,0.0,1.0,0.0
03M191,The Riverside School for Makers and Artists,K-8,3.0,2.0,1.0,2.0,1.0
03M199,P.S. 199 Jessie Isador Straus,Elementary,1.0,1.0,0.0,1.0,0.0
03M241,STEM Institute of Manhattan,Elementary,1.0,1.0,0.0,1.0,0.0
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,3.0,3.0,0.0,3.0,0.0
03M243,M.S. 243 Center School,Junior High-Intermediate-Middle,0.6,0.0,0.6,0.0,0.0
03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
03M250,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,1.0,0.8,0.2,0.0,0.0
03M256,Lafayette Academy,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
03M291,West End Secondary School,Secondary School,3.0,3.0,0.0,3.0,0.0
03M299,The Maxine Greene HS for Imaginative Inquiry,High school,2.0,1.0,1.0,1.0,1.0
03M307,"Urban Assembly School for Media Studies, The",High school,3.0,3.0,0.0,3.0,0.0
03M333,P.S. 333 Manhattan School for Children,K-8,4.0,0.0,4.0,0.0,4.0
03M334,The Anderson School,K-8,1.0,1.0,0.0,1.0,0.0
03M402,The Urban Assembly School for Green Careers,High school,3.0,1.0,2.0,1.0,2.0
03M403,The Global Learning Collaborative,High school,1.0,1.0,0.0,1.0,0.0
03M404,Innovation Diploma Plus,High school,1.0,0.0,1.0,0.0,1.0
03M415,Wadleigh Secondary School for the Performing & Vis,Secondary School,3.0,3.0,0.0,3.0,0.0
03M417,Frank Mccourt High School,High school,2.2,2.0,0.2,2.0,0.0
03M421,West Prep Academy,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
03M452,P.S. 452,Elementary,1.0,0.0,1.0,0.0,1.0
03M479,Beacon High School,High school,7.4,6.4,1.0,6.0,1.0
03M485,Fiorello H. LaGuardia High School of Music & Art a,High school,12.0,11.0,1.0,11.0,1.0
03M492,"High School for Law, Advocacy and Community Justic",High school,3.0,3.0,0.0,3.0,0.0
03M494,High School of Arts and Technology,High school,5.0,2.0,3.0,2.0,3.0
03M505,Edward A. Reynolds West Side High School,High school,6.0,2.0,4.0,2.0,4.0
03M541,Manhattan / Hunter Science High School,High school,3.2,2.0,1.2,2.0,1.0
03M859,Special Music School,K-12 all grades,1.0,1.0,0.0,1.0,0.0
03M860,Frederick Douglass Academy II Secondary School,Secondary School,3.2,3.0,0.2,3.0,0.0
03M862,Mott Hall II,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
04M007,P.S. 007 Samuel Stern,K-8,2.0,2.0,0.0,2.0,0.0
04M012,Tag Young Scholars,K-8,2.0,1.0,1.0,1.0,1.0
04M037,River East Elementary,Elementary,2.0,1.0,1.0,1.0,1.0
04M038,P.S. 38 Roberto Clemente,Elementary,2.0,0.0,2.0,0.0,2.0
04M057,James Weldon Johnson,K-8,4.0,1.0,3.0,1.0,3.0
04M072,The Lexington Academy,K-8,1.8,0.8,1.0,0.0,1.0
04M083,P.S. 083 Luis Munoz Rivera,Elementary,1.0,1.0,0.0,1.0,0.0
04M096,P.S. 096 Joseph Lanzetta,K-8,1.0,0.0,1.0,0.0,1.0
04M102,P.S. 102 Jacques Cartier,Elementary,2.0,0.0,2.0,0.0,2.0
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,3.0,2.0,1.0,2.0,1.0
04M112,P.S. 112 Jose Celso Barbosa,Early Childhood,1.2,0.2,1.0,0.0,1.0
04M146,P.S. 146 Ann M. Short,Elementary,3.0,0.0,3.0,0.0,3.0
04M155,P.S. 155 William Paca,Elementary,2.0,1.0,1.0,1.0,1.0
04M171,P.S. 171 Patrick Henry,K-8,3.0,1.0,2.0,1.0,2.0
04M182,The Bilingual Bicultural School,Elementary,1.0,0.0,1.0,0.0,1.0
04M206,P.S. 206 Jose Celso Barbosa,K-8,3.0,0.0,3.0,0.0,3.0
04M224,M.S. 224 Manhattan East School for Arts & Academic,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
04M310,THE JUDITH S. KAYE HIGH SCHOOL,High school,GC and SW counts reflected on 79M331 budget,0.0,0.0,0.0,0.0
04M372,Esperanza Preparatory Academy,Secondary School,3.0,2.0,1.0,2.0,1.0
04M375,Mosaic Preparatory Academy,Elementary,3.0,2.0,1.0,2.0,1.0
04M377,Renaissance School of the Arts,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
04M435,Manhattan Center for Science and Mathematics,High school,5.0,4.0,1.0,4.0,1.0
04M495,Park East High School,High school,2.0,2.0,0.0,2.0,0.0
04M497,Central Park East I,Elementary,1.0,0.0,1.0,0.0,1.0
04M555,Central Park East High School,High school,3.0,2.0,1.0,2.0,1.0
04M610,Young Women's Leadership School,Secondary School,1.4,1.2,0.2,1.0,0.0
04M680,"Heritage School, The",High school,2.0,2.0,0.0,2.0,0.0
04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
04M964,Central Park East II,K-8,1.0,1.0,0.0,1.0,0.0
05M030,P.S. 030 Hernandez/Hughes,Elementary,4.0,3.0,1.0,3.0,1.0
05M036,P.S. 036 Margaret Douglas,Elementary,1.0,1.0,0.0,1.0,0.0
05M046,P.S. 046 Arthur Tappan,K-8,3.0,1.0,2.0,1.0,2.0
05M092,P.S. 092 Mary McLeod Bethune,Elementary,2.0,0.0,2.0,0.0,2.0
05M123,P.S. 123 Mahalia Jackson,K-8,2.0,1.0,1.0,1.0,1.0
05M125,P.S. 125 Ralph Bunche,Elementary,2.0,2.0,0.0,2.0,0.0
05M129,P.S. 129 John H. Finley,K-8,4.0,2.0,2.0,2.0,2.0
05M133,P.S. 133 Fred R Moore,Elementary,3.0,2.0,1.0,2.0,1.0
05M148,Eagle Academy for Young Men of Harlem,Secondary School,3.0,1.0,2.0,1.0,2.0
05M154,P.S. 154 Harriet Tubman,Elementary,1.0,1.0,0.0,1.0,0.0
05M157,The Urban Assembly School for Global Commerce,High school,2.0,2.0,0.0,2.0,0.0
05M161,P.S. 161 Pedro Albizu Campos,K-8,3.0,3.0,0.0,3.0,0.0
05M175,P.S. 175 Henry H Garnet,Elementary,2.0,0.0,2.0,0.0,2.0
05M194,P.S. 194 Countee Cullen,Elementary,1.0,1.0,0.0,1.0,0.0
05M197,P.S. 197 John B. Russwurm,Elementary,2.0,1.0,1.0,1.0,1.0
05M200,P.S. 200- The James Mccune Smith School,Elementary,3.0,1.0,2.0,1.0,2.0
05M285,Harlem Renaissance High School,High school,2.0,2.0,0.0,2.0,0.0
05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
05M304,Mott Hall High School,High school,3.0,2.0,1.0,2.0,1.0
05M318,Thurgood Marshall Academy Lower School,Elementary,1.0,1.0,0.0,1.0,0.0
05M362,Columbia Secondary School,Secondary School,3.0,3.0,0.0,3.0,0.0
05M369,Urban Assembly School for the Performing Arts,High school,3.0,2.0,1.0,2.0,1.0
05M499,Frederick Douglass Academy,Secondary School,5.0,4.0,1.0,4.0,1.0
05M514,New Design Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
05M517,Teachers College Community School,K-8,1.0,0.0,1.0,0.0,1.0
05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,2.0,2.0,0.0,2.0,0.0
05M692,"High School for Mathematics, Science and Engineeri",High school,3.0,2.0,1.0,2.0,1.0
06M004,P.S. 004 Duke Ellington,Elementary,2.0,0.0,2.0,0.0,2.0
06M005,P.S. 005 Ellen Lurie,Elementary,3.0,2.0,1.0,2.0,1.0
06M008,P.S. 008 Luis Belliard,Elementary,1.0,1.0,0.0,1.0,0.0
06M018,P.S. 018 Park Terrace,K-8,1.0,1.0,0.0,1.0,0.0
06M028,P.S. 028 Wright Brothers,Elementary,3.0,2.0,1.0,2.0,1.0
06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,2.0,1.0,1.0,1.0,1.0
06M052,Harold O. Levy School,Junior High-Intermediate-Middle,2.0,0.0,2.0,0.0,2.0
06M098,P.S. 098 Shorac Kappock,Elementary,1.0,1.0,0.0,1.0,0.0
06M103,Dos Puentes Elementary School,Elementary,2.0,1.0,1.0,1.0,1.0
06M115,P.S. 115 Alexander Humboldt,Elementary,2.0,1.0,1.0,1.0,1.0
06M128,P.S. 128 Audubon,Elementary,2.0,1.0,1.0,1.0,1.0
06M132,P.S. 132 Juan Pablo Duarte,Elementary,1.0,1.0,0.0,1.0,0.0
06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M152,P.S. 152 Dyckman Valley,Elementary,3.0,1.0,2.0,1.0,2.0
06M153,P.S. 153 Adam Clayton Powell,Elementary,3.8,1.0,2.8,1.0,2.0
06M173,P.S. 173,Elementary,2.0,1.0,1.0,1.0,1.0
06M178,Professor Juan Bosch Public School,Elementary,2.0,0.0,2.0,0.0,2.0
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,2.0,2.0,0.0,2.0,0.0
06M189,P.S. 189,Elementary,3.0,2.0,1.0,2.0,1.0
06M192,P.S. 192 Jacob H. Schiff,Elementary,2.0,0.0,2.0,0.0,2.0
06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,1.0,0.0,1.0,0.0,1.0
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,2.0,2.0,0.0,2.0,0.0
06M211,Inwood Early College for Health and Information Te,High school,3.2,1.0,2.2,1.0,2.0
06M223,The Mott Hall School,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
06M278,Paula Hedbavny School,K-8,1.0,1.0,0.0,1.0,0.0
06M293,City College Academy of the Arts,Secondary School,3.2,3.0,0.2,3.0,0.0
06M311,Amistad Dual Language School,K-8,1.0,1.0,0.0,1.0,0.0
06M314,Muscota,Elementary,2.0,2.0,0.0,2.0,0.0
06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
06M322,Middle School 322,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M346,Community Health Academy of the Heights,Secondary School,4.2,2.0,2.2,2.0,2.0
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,5.2,0.0,5.2,0.0,5.0
06M349,Harbor Heights,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M366,Washington Heights Academy,K-8,2.0,2.0,0.0,2.0,0.0
06M368,Hamilton Heights School,Elementary,1.0,1.0,0.0,1.0,0.0
06M423,High School for Excellence and Innovation,High school,2.0,2.0,0.0,2.0,0.0
06M462,The College Academy,High school,2.0,2.0,0.0,2.0,0.0
06M463,High School for Media and Communications,High school,3.0,3.0,0.0,3.0,0.0
06M467,High School for Law and Public Service,High school,2.0,2.0,0.0,2.0,0.0
06M468,High School for Health Careers and Sciences,High school,2.0,2.0,0.0,2.0,0.0
06M513,Castle Bridge School,Elementary,1.0,0.0,1.0,0.0,1.0
06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
06M540,A. Philip Randolph Campus High School,High school,8.0,7.0,1.0,7.0,1.0
06M552,Gregorio Luperon High School for Science and Mathe,High school,3.0,3.0,0.0,3.0,0.0
07X001,P.S. 001 Courtlandt School,Elementary,4.0,2.0,2.0,2.0,2.0
07X005,P.S. 5 Port Morris,K-8,6.0,2.0,4.0,2.0,4.0
07X018,P.S. 018 John Peter Zenger,Elementary,2.0,1.0,1.0,1.0,1.0
07X025,P.S. 025 Bilingual School,Elementary,3.0,2.0,1.0,2.0,1.0
07X029,P.S./M.S. 029 Melrose School,K-8,5.0,2.0,3.0,2.0,3.0
07X030,P.S. 030 Wilton,Elementary,4.0,2.0,2.0,2.0,2.0
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,4.0,1.0,3.0,1.0,3.0
07X043,P.S. 043 Jonas Bronck,Elementary,2.0,1.0,1.0,1.0,1.0
07X049,P.S. 049 Willis Avenue,Elementary,4.0,2.0,2.0,2.0,2.0
07X065,P.S. 065 Mother Hale Academy,Elementary,3.6,1.6,2.0,1.0,2.0
07X151,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,4.3,3.0,1.3,3.0,1.0
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,2.0,2.0,0.0,2.0,0.0
07X157,P.S. 157 Grove Hill,Elementary,3.0,1.0,2.0,1.0,2.0
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,3.0,2.0,1.0,2.0,1.0
07X179,P.S. 179,Elementary,1.4,1.4,0.0,1.0,0.0
07X221,South Bronx Preparatory: A College Board School,Secondary School,4.3,3.0,1.3,3.0,1.0
07X223,The Laboratory School of Finance and Technology: X,Secondary School,8.0,6.0,2.0,6.0,2.0
07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,6.3,4.0,2.3,4.0,2.0
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,8.3,2.0,6.3,2.0,6.0
07X277,P.S. 277,Elementary,3.0,2.0,1.0,2.0,1.0
07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,4.3,2.0,2.3,2.0,2.0
07X298,Academy of Public Relations,Junior High-Intermediate-Middle,5.0,3.0,2.0,3.0,2.0
07X334,International Community High School,High school,6.0,4.0,2.0,4.0,2.0
07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,4.3,2.0,2.3,2.0,2.0
07X359,Concourse Village Elementary School,Elementary,2.0,1.0,1.0,1.0,1.0
07X369,Young Leaders Elementary School,Elementary,1.0,1.0,0.0,1.0,0.0
07X379,Jill Chaifetz Transfer High School,High school,2.0,1.0,1.0,1.0,1.0
07X381,Bronx Haven High School,High school,2.0,2.0,0.0,2.0,0.0
07X427,Community School for Social Justice,High school,6.0,3.0,3.0,3.0,3.0
07X473,Mott Haven Village Preparatory High School,High school,4.0,1.0,3.0,1.0,3.0
07X495,University Heights Secondary School,High school,8.2,4.2,4.0,4.0,4.0
07X500,Hostos-Lincoln Academy of Science,Secondary School,8.3,6.0,2.3,6.0,2.0
07X522,Bronx Design and Construction Academy,High school,11.0,7.0,4.0,7.0,4.0
07X527,Bronx Leadership Academy II High School,High school,7.0,2.0,5.0,2.0,5.0
07X548,Careers in Sports High School,High school,8.0,5.0,3.0,5.0,3.0
07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,9.3,5.0,4.3,5.0,4.0
07X557,Mott Haven Community High School,High school,7.0,3.0,4.0,3.0,4.0
07X584,I.S. 584,Junior High-Intermediate-Middle,4.3,3.0,1.3,3.0,1.0
07X600,Alfred E. Smith Career and Technical Education Hig,High school,5.0,3.0,2.0,3.0,2.0
07X670,Health Opportunities High School,High school,8.0,5.0,3.0,5.0,3.0
08X014,P.S. X014 Senator John Calandra,Elementary,2.0,2.0,0.0,2.0,0.0
08X036,P.S. 036 Unionport,Elementary,1.2,1.0,0.2,1.0,0.0
08X048,P.S. 048 Joseph R. Drake,Elementary,5.0,2.0,3.0,2.0,3.0
08X062,P.S. 062 Inocensio Casanova,Elementary,2.8,0.0,2.8,0.0,2.0
08X069,P.S. 069 Journey Prep School,Elementary,3.6,1.0,2.6,1.0,2.0
08X071,P.S. 071 Rose E. Scala,K-8,6.0,3.0,3.0,3.0,3.0
08X072,P.S. 072 Dr. William Dorney,Elementary,3.0,2.0,1.0,2.0,1.0
08X075,P.S. 75 School of Research and Discovery,Elementary,3.0,1.0,2.0,1.0,2.0
08X093,P.S. 093 Albert G. Oliver,Elementary,1.0,0.0,1.0,0.0,1.0
08X100,P.S. 100 Isaac Clason,Elementary,1.0,1.0,0.0,1.0,0.0
08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
08X107,P.S. 107,Elementary,3.0,1.0,2.0,1.0,2.0
08X119,The Dr. Emmett W. Bassett School,Elementary,3.0,2.0,1.0,2.0,1.0
08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,2.0,1.0,1.0,1.0,1.0
08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
08X138,P.S. 138 Samuel Randall,Elementary,3.0,1.0,2.0,1.0,2.0
08X140,P.S. X140 The Eagle School,Elementary,2.0,1.0,1.0,1.0,1.0
08X146,P.S. 146 Edward Collins,Elementary,1.0,1.0,0.0,1.0,0.0
08X152,P.S. 152 Evergreen,Elementary,5.0,3.0,2.0,3.0,2.0
08X182,P.S. 182,Elementary,2.0,1.0,1.0,1.0,1.0
08X269,Bronx Studio School for Writers and Artists,Secondary School,7.0,3.0,4.0,3.0,4.0
08X282,Women's Academy of Excellence,High school,1.3,1.0,0.3,1.0,0.0
08X293,Renaissance High School for Musical Theater and th,High school,2.0,2.0,0.0,2.0,0.0
08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
08X304,P.S. 304 Early Childhood School,Elementary,2.0,0.0,2.0,0.0,2.0
08X312,Millennium Art Academy,High school,3.0,1.0,2.0,1.0,2.0
08X320,Pelham Lab High School,High school,4.0,4.0,0.0,4.0,0.0
08X333,The Longwood Academy of Discovery,Elementary,4.0,2.0,2.0,2.0,2.0
08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
08X348,Schuylerville Preparatory High School,High school,2.0,2.0,0.0,2.0,0.0
08X349,Bronx River High School,High school,4.0,2.0,2.0,2.0,2.0
08X367,"Archimedes Academy for Math, Science and Technolog",Secondary School,3.0,1.0,2.0,1.0,2.0
08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,3.0,2.0,1.0,2.0,1.0
08X377,Bronx Community High School,High school,2.0,2.0,0.0,2.0,0.0
08X392,Bronx Delta School,Elementary,1.0,1.0,0.0,1.0,0.0
08X405,Herbert H. Lehman High School,High school,8.0,6.0,2.0,6.0,2.0
08X424,The Hunts Point School,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
08X432,Bronx Bridges High School,High school,6.0,4.0,2.0,4.0,2.0
08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
08X452,Gotham Collaborative High School,High school,5.0,2.0,3.0,2.0,3.0
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
08X530,Longwood Preparatory Academy,High school,3.3,3.0,0.3,3.0,0.0
08X537,Bronx Arena High School,High school,Has counseling service (outside provider),0.0,0.0,0.0,0.0
08X558,Westchester Square Academy,High school,6.0,3.0,3.0,3.0,3.0
08X559,School for Tourism and Hospitality,High school,2.3,2.0,0.3,2.0,0.0
08X561,Bronx Compass High School,High school,4.0,2.0,2.0,2.0,2.0
08X562,Blueprint Middle School,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
08X583,P.S. 583,Elementary,1.0,1.0,0.0,1.0,0.0
09X004,P.S./M.S. 004 Crotona Park West,K-8,5.6,0.0,5.6,0.0,5.0
09X011,P.S. 011 Highbridge,Elementary,2.0,2.0,0.0,2.0,0.0
09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
09X028,P.S. 028 Mount Hope,Elementary,3.0,2.0,1.0,2.0,1.0
09X035,P.S. 035 Franz Siegel,Elementary,2.8,0.8,2.0,0.0,2.0
09X042,P.S. 042 Claremont,Elementary,1.4,1.4,0.0,1.0,0.0
09X053,P.S. 053 Basheer Quisim,Elementary,3.0,1.0,2.0,1.0,2.0
09X055,P.S. 055 Benjamin Franklin,Elementary,2.1,1.0,1.1,1.0,1.0
09X058,P.S. 058,Elementary,2.0,2.0,0.0,2.0,0.0
09X063,P.S. 063 Author's Academy,Elementary,3.0,1.0,2.0,1.0,2.0
09X070,P.S. 070 Max Schoenfeld,Elementary,6.0,3.0,3.0,3.0,3.0
09X073,P.S. 073 Bronx,Elementary,3.0,1.0,2.0,1.0,2.0
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,0.2,0.2,0.0,0.0,0.0
09X109,P.S. 109 Sedgwick,Elementary,2.1,1.0,1.1,1.0,1.0
09X110,P.S. 110 Theodore Schoenfeld,Elementary,3.0,2.0,1.0,2.0,1.0
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,3.0,2.0,1.0,2.0,1.0
09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,2.0,1.0,1.0,1.0,1.0
09X128,Mott Hall III,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
09X132,P.S. 132 Garret A. Morgan,Elementary,2.0,1.0,1.0,1.0,1.0
09X163,P.S. 163 Arthur A. Schomburg,Elementary,2.0,1.0,1.0,1.0,1.0
09X170,P.S. 170,Early Childhood,1.0,1.0,0.0,1.0,0.0
09X199,P.S. 199X - The Shakespeare School,Elementary,3.0,2.0,1.0,2.0,1.0
09X204,P.S. 204 Morris Heights,Elementary,1.0,0.0,1.0,0.0,1.0
09X215,Kappa,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,3.0,2.0,1.0,2.0,1.0
09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,3.0,1.0,2.0,1.0,2.0
09X227,Bronx Collegiate Academy,High school,3.0,3.0,0.0,3.0,0.0
09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,4.0,1.0,3.0,1.0,3.0
09X231,Eagle Academy for Young Men,Secondary School,3.0,3.0,0.0,3.0,0.0
09X232,I.S. 232,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
09X236,P.S. 236 Langston Hughes,Elementary,1.0,0.0,1.0,0.0,1.0
09X241,Urban Assembly School for Applied Math and Science,Secondary School,2.3,2.0,0.3,2.0,0.0
09X250,Eximius College Preparatory Academy: A College Boa,High school,3.0,3.0,0.0,3.0,0.0
09X252,Mott Hall Bronx High School,High school,3.3,1.0,2.3,1.0,2.0
09X260,Bronx Center for Science and Mathematics,High school,3.0,3.0,0.0,3.0,0.0
09X263,Validus Preparatory Academy,High school,2.0,1.0,1.0,1.0,1.0
09X274,The New American Academy at Roberto Clemente State,Elementary,3.0,2.0,1.0,2.0,1.0
09X294,The Walton Avenue School,Elementary,4.0,1.0,3.0,1.0,3.0
09X297,Morris Academy for Collaborative Studies,High school,3.0,2.0,1.0,2.0,1.0
09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
09X311,Lucero Elementary School,Elementary,Has counseling service (shares with another school),0.0,0.0,0.0,0.0
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,4.0,1.0,3.0,1.0,3.0
09X324,Bronx Early College Academy for Teaching & Learnin,Secondary School,2.0,1.0,1.0,1.0,1.0
09X327,Comprehensive Model School Project M.S. 327,Secondary School,4.0,3.0,1.0,3.0,1.0
09X328,New Millennium Business Academy Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
09X329,DreamYard Preparatory School,High school,3.0,2.0,1.0,2.0,1.0
09X339,I.S. 339,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
09X350,New Directions Secondary School,Secondary School,4.0,2.0,2.0,2.0,2.0
09X361,The Highbridge Green School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
09X365,Academy for Language and Technology,High school,2.0,2.0,0.0,2.0,0.0
09X403,Bronx International High School,High school,2.3,0.0,2.3,0.0,2.0
09X404,School for Excellence,High school,5.0,2.0,3.0,2.0,3.0
09X412,Bronx High School of Business,High school,4.0,1.0,3.0,1.0,3.0
09X413,Bronx High School for Medical Science,Secondary School,3.0,2.0,1.0,2.0,1.0
09X443,The Family School,Elementary,1.0,1.0,0.0,1.0,0.0
09X449,Grant Avenue Elementary School,Elementary,1.0,1.0,0.0,1.0,0.0
09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,4.0,1.0,3.0,1.0,3.0
09X457,Sheridan Academy for Young Leaders,Elementary,3.0,2.0,1.0,2.0,1.0
09X505,"Bronx School for Law, Government and Justice",Secondary School,4.3,3.0,1.3,3.0,1.0
09X517,Frederick Douglass Academy III Secondary School,High school,2.0,1.0,1.0,1.0,1.0
09X525,Bronx Leadership Academy High School,High school,6.0,5.0,1.0,5.0,1.0
09X543,High School for Violin and Dance,High school,2.0,2.0,0.0,2.0,0.0
09X555,Mount Eden Children's Academy,Elementary,1.0,1.0,0.0,1.0,0.0
09X564,Claremont International HS,High school,3.1,1.8,1.3,1.0,1.0
09X568,Young Women's Leadership School of the Bronx,Secondary School,2.0,2.0,0.0,2.0,0.0
09X593,South Bronx International Middle School,Junior High-Intermediate-Middle,1.0,0.0,1.0,0.0,1.0
09X594,M.S. 594,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
10X003,P.S. 3 Raul Julia Micro Society,K-8,1.0,0.0,1.0,0.0,1.0
10X007,Milton Fein School,Elementary,1.0,1.0,0.0,1.0,0.0
10X008,P.S. 008 Isaac Varian,Elementary,3.4,2.4,1.0,2.0,1.0
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,3.0,1.0,2.0,1.0,2.0
