DBN,School  Information                                                                                                         School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Counts by Role Specificaiton           Full-time GC,Counts by Role Specification                       Full-Time SW,Count by Role Specification          Part-time GC,Count by Role Specification           Part-Time SW,Additional Role Specifications      Bilingual GC,Additional Role Specifications        Bilingual SW,Additional Role Specifications        GC Serving More than One Location,Additional Role Specifications        SW Serving More than One Location,Program Designations Included in Counts      Bridging the Gap,Program Designations Included in Counts        High Needs SW,Program Designations Included in Counts        High Needs GC,Program Designations Included in Counts        School Response Clinician,Program Designations Included in Counts               Single Shepherd,Additional Supports      Learning to Work,Additional Supports              CBO Partner,Enrollment and Ratios   2019-20 SY Enrollment,Enrollment and Ratios           Ratio GC & SW,Enrollment and Ratios                   Ratio GC Only,Enrollment and Ratios                     Ratio SW Only
26Q173,P.S. 173 Fresh Meadows,ELEMENTARY,1.6,1.6,0,1,0,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,956,598,598,956
26Q178,P.S./ IS 178 Holliswood,K-8,2.0,1,1,1,1,0,0,1,0,0,0,na,High Needs SW,na,na,na,na,na,571,286,571,571
26Q186,P.S. 186 Castlewood,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,372,266,372,372
26Q188,P.S. 188 Kingsbury,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,712,712,712,712
26Q191,P.S. 191 Mayflower,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,385,385,385,385
26Q203,P.S. 203 Oakland Gardens,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,858,429,858,858
26Q205,P.S. 205 Alexander Graham Bell,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,304,217,304,304
26Q213,P.S. 213 The Carl Ullman School,ELEMENTARY,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,457,457,457,457
26Q216,J.H.S. 216 George J. Ryan,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1574,525,787,1574
26Q221,P.S. 221 The North Hills School,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,641,401,641,641
26Q266,P.S./I.S. 266,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,624,312,624,624
26Q315,Business Technology Early College High School,HIGH SCHOOL,4.0,4,0,4,0,0,0,0,0,0,0,na,na,na,na,na,na,na,552,138,138,552
26Q376,P.S. 376,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,243,243,243,243
26Q390,The CIVIC School of Bayside Hills,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,42,42,42,42
26Q415,Benjamin N. Cardozo High School,HIGH SCHOOL,12.0,9,3,9,3,0,0,0,0,0,0,na,na,na,na,na,na,na,3432,286,381,1144
26Q430,Francis Lewis High School,HIGH SCHOOL,18.0,15,3,15,3,0,0,1,2,0,0,na,na,na,na,na,na,na,4468,248,298,1489
26Q435,Martin Van Buren High School,HIGH SCHOOL,7.0,6,1,6,1,0,0,0,1,0,0,na,na,na,na,na,na,"Partnership with Children, Inc.",1151,164,192,1151
26Q495,Bayside High School,HIGH SCHOOL,18.1,15,3.1,15,3,0,0.1,4,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,2865,158,191,912
26Q566,"Queens High School of Teaching, Liberal Arts and t",HIGH SCHOOL,5.0,5,0,5,0,0,0,1,0,0,0,na,na,na,na,na,na,na,1012,202,202,1012
27Q042,P.S./M.S 042 R. Vernam,K-8,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,644,161,215,644
27Q043,P.S. 043,K-8,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,852,284,426,852
27Q045,P.S. 045 Clarence Witherspoon,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,329,165,329,329
27Q047,P.S. 047 Chris Galas,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,256,256,256,256
27Q051,P.S. 051,EARLY CHILDHOOD,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,222,222,222,222
27Q053,M.S. 053 Brian Piccolo,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,168,56,168,84
27Q056,P.S. 056 Harry Eichler,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,372,266,372,372
27Q060,P.S. 060 Woodhaven,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1151,576,1151,1151
27Q062,P. S. 62 - Chester Park School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,929,465,929,929
27Q063,P.S. 063 Old South,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1176,392,588,1176
27Q064,P.S. 064 Joseph P. Addabbo,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,520,260,520,520
27Q065,P.S. 65 - The Raymond York Elementary School,ELEMENTARY,1.0,1,0,0,0,1,0,0,0,0.4,0,na,na,na,na,na,na,na,472,472,472,472
27Q066,P.S. 066 Jacqueline Kennedy Onassis,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,470,470,470,470
27Q090,P.S. 090 Horace Mann,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,752,752,752,752
27Q096,P.S. 096,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,306,306,306,306
27Q097,P.S. 097 Forest Park,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,675,338,675,675
27Q100,P.S. 100 Glen Morris,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,891,297,891,446
27Q104,P.S. 104 The Bays Water,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,617,206,617,309
27Q105,P.S. 105 The Bay School,K-8,4.0,2,2,2,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,837,209,419,419
27Q106,Lighthouse Elementary School,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,High Needs SW,na,na,na,na,na,186,116,186,186
27Q108,P.S. 108 Captain Vincent G. Fowler,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1367,456,684,1367
27Q114,P.S./M.S. 114 Belle Harbor,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,705,353,705,705
27Q123,P.S. 123,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,649,325,649,649
27Q124,P.S. 124 Osmond A Church,K-8,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1118,373,559,1118
27Q137,M.S. 137 America's School of Heroes,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,1958,653,653,1958
27Q146,P.S. 146 Howard Beach,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,587,294,587,587
27Q155,P.S. 155,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,547,547,547,547
27Q183,P.S. 183 Dr. Richard R. Green,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,461,231,461,461
27Q197,P.S. 197 The Ocean School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,519,519,519,519
27Q202,J.H.S. 202 Robert H. Goddard,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,1098,366,366,1098
27Q207,P.S. 207 Rockwood Park,K-8,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,685,228,685,343
27Q210,J.H.S. 210 Elizabeth Blackwell,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1808,452,603,1808
27Q223,P.S. 223 Lyndon B. Johnson,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,537,269,537,537
27Q226,J.H.S. 226 Virgil I. Grissom,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.5,2,1.5,2,1,0,0.5,0,0,0,0.5,na,High Needs SW,na,School Response Clinicians,na,na,na,911,262,456,617
27Q232,P.S. 232 Lindenwood,K-8,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,944,315,472,944
27Q253,P.S. 253,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,na,na,na,na,na,na,na,548,183,548,274
27Q254,P.S. 254 - The Rosa Parks School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,619,619,619,619
27Q260,Frederick Douglass Academy VI High School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,321,107,161,321
27Q261,Voyages Prep - South Queens,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,317,159,317,317
27Q262,Channel View School for Research,SECONDARY SCHOOL,5.3,4,1.3,4,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,1077,202,269,808
27Q273,P.S. 273,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,308,308,308,308
27Q282,Knowledge and Power Preparatory Academy VI,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,279,279,279,279
27Q297,Hawtree Creek Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,389,389,389,389
27Q302,"Queens High School for Information, Research, and",HIGH SCHOOL,3.5,3,0.5,3,0,0,0.5,1,0,0,0.5,na,na,na,School Response Clinicians,na,na,na,481,137,160,481
27Q306,New York City Academy for Discovery,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,375,188,375,375
27Q308,Robert H. Goddard High School of Communication Art,HIGH SCHOOL,3.2,3,0.2,3,0,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,614,194,205,614
27Q309,Academy of Medical Technology: A College Board Sch,SECONDARY SCHOOL,2.5,2,0.5,2,0,0,0.5,0,0,0,0.5,na,na,na,School Response Clinicians,na,na,na,671,268,336,671
27Q314,Epic High School - South,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,412,190,206,412
27Q316,Queens Explorers Elementary School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,467,467,467,467
27Q317,Waterside Children's Studio School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,509,509,509,509
27Q318,Waterside School For Leadership,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,223,223,223,223
27Q319,Village Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,371,371,371,371
27Q323,Scholars' Academy,SECONDARY SCHOOL,6.0,5,1,5,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,1311,219,262,1311
27Q324,Rockaway Park High School for Environmental Sustai,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,288,123,144,288
27Q333,Goldie Maple Academy,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,414,207,414,414
27Q334,Epic High School - North,HIGH SCHOOL,3.2,2,1.2,2,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,444,140,222,381
27Q351,Rockaway Collegiate High School,HIGH SCHOOL,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,327,140,327,245
27Q362,Wave Preparatory Elementary School,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,516,516,516,516
27Q377,P.S. 377,ELEMENTARY,0.8,0.8,0,0,0,0.8,0,0,0,0.8,0,na,na,na,na,na,na,na,343,343,343,343
27Q400,August Martin High School,HIGH SCHOOL,4.0,2,2,2,2,0,0,1,0,0,0,na,na,na,na,na,na,na,374,94,187,187
27Q475,Richmond Hill High School,HIGH SCHOOL,9.2,7,2.2,7,2,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1613,176,230,744
27Q480,John Adams High School,HIGH SCHOOL,15.1,14,1.1,14,1,0,0.1,4,0,0,0.1,na,na,na,School Response Clinicians,na,na,"Partnership with Children, Inc.",2492,165,178,2180
27Q650,"High School for Construction Trades, Engineering a",HIGH SCHOOL,4.2,4,0.2,4,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1093,262,273,1093
28Q008,J.H.S. 008 Richard S. Grossley,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,447,206,224,447
28Q040,P.S. 040 Samuel Huntington,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,375,188,375,375
28Q048,P.S. 048 William Wordsworth,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,544,272,544,544
28Q050,P.S. 050 Talfourd Lawn Elementary School,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,850,425,850,850
28Q054,P.S. 054 Hillside,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,520,520,520,520
28Q055,P.S. 055 Maure,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,500,500,500,500
28Q072,Catherine & Count Basie Middle School 72,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,272,91,272,136
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,473,473,473,473
28Q082,P.S. 082 Hammond,ELEMENTARY,3.0,2,1,2,1,0,0,1,0,0,0,na,High Needs SW,na,na,na,na,na,612,204,306,612
28Q086,P.S. Q086,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,774,387,774,774
28Q099,P.S. 099 Kew Gardens,ELEMENTARY,2.0,0,2,0,2,0,0,0,0,0,0,na,na,na,na,na,na,na,706,353,706,353
28Q101,P.S. 101 School in the Gardens,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,680,680,680,680
28Q117,P.S. 117 J. Keld / Briarwood School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,926,463,926,926
28Q121,P.S. 121 Queens,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,822,822,822,822
28Q139,P.S. 139 Rego Park,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,708,354,708,708
28Q140,P.S. 140 Edward K Ellington,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,442,147,442,221
28Q144,P.S. 144 Col Jeromus Remsen,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,936,585,936,936
28Q157,J.H.S. 157 Stephen A. Halsey,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3,0.3,3,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,1687,519,562,1687
28Q160,P.S. 160 Walter Francis Bishop,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,600,600,600,600
28Q161,P.S. 161 Arthur Ashe School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,592,592,592,592
28Q167,Metropolitan Expeditionary Learning School,SECONDARY SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,824,275,412,824
28Q174,P.S. 174 William Sidney Mount,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,661,661,661,661
28Q175,P.S. 175 The Lynn Gross Discovery School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,808,404,808,808
28Q182,P.S. 182 Samantha Smith,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,na,na,na,na,na,na,na,679,226,679,340
28Q190,J.H.S. 190 Russell Sage,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.1,2,0.1,2,0,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,1126,525,563,1126
28Q196,P.S. 196 Grand Central Parkway,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1063,532,1063,1063
28Q206,P.S. 206 The Horace Harding School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,571,286,571,571
28Q217,J.H.S. 217 Robert A. Van Wyck,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.0,4,1,4,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1710,342,428,1710
28Q220,P.S. 220 Edward Mandel,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,671,336,671,671
28Q284,York Early College Academy,SECONDARY SCHOOL,3.8,2.6,1.2,2,1,0.6,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,639,170,246,548
28Q287,The Emerson School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,High Needs GC,School Response Clinicians,na,na,na,359,113,120,359
28Q303,The Academy for Excellence through the Arts,ELEMENTARY,Has counseling service (outside provider),0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,Quality Evaluation and Psychological Services,283,see note in column D,see note in column D,see note in column D
28Q310,Queens Collegiate: A College Board School,SECONDARY SCHOOL,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,672,210,224,672
28Q312,Jamaica Children's School,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,237,237,237,237
28Q325,Hillside Arts & Letters Academy,HIGH SCHOOL,3.2,2,1.2,2,1,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,452,141,226,377
28Q328,High School for Community Leadership,HIGH SCHOOL,4.0,3,1,3,1,0,0,1,0,0,0,na,na,na,na,na,na,na,456,114,152,456
28Q332,Redwood Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,273,227,273,273
28Q338,Queens Satellite High School for Opportunity,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,214,107,107,214
28Q349,The Queens School for Leadership and Excellence,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,520,520,520,520
28Q350,Jamaica Gateway to the Sciences,HIGH SCHOOL,3.2,3,0.2,3,0,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,483,151,161,483
28Q354,The Jermaine L. Green STEM Institute of Queens,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,533,267,533,533
28Q358,M.S. 358,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,362,310,362,362
28Q440,Forest Hills High School,HIGH SCHOOL,15.1,11,4.1,11,4,0,0.1,1,1,0,0.1,na,na,na,School Response Clinicians,na,na,na,3705,245,337,894
28Q505,Hillcrest High School,HIGH SCHOOL,15.2,13,2.2,13,2,0,0.2,2,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,3091,203,238,1405
28Q620,Thomas A. Edison Career and Technical Education Hi,HIGH SCHOOL,10.2,9,1.2,9,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,2224,218,247,1853
28Q680,Queens Gateway to Health Sciences Secondary School,SECONDARY SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,694,315,347,694
28Q686,Queens Metropolitan High School,HIGH SCHOOL,4.2,4,0.2,4,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1144,275,286,1144
28Q687,Queens High School for the Sciences at York Colleg,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,480,218,240,480
28Q690,High School for Law Enforcement and Public Safety,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,395,180,198,395
28Q896,"Young Women's Leadership School, Queens",SECONDARY SCHOOL,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,560,177,187,560
29Q015,P.S. 015 Jackie Robinson,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,392,131,196,392
29Q033,P.S. 033 Edward M. Funk,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,945,473,945,945
29Q034,P.S. 034 John Harvard,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,572,286,286,572
29Q035,P.S. 035 Nathaniel Woodhull,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,691,432,691,691
29Q036,P.S. 036 Saint Albans School,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,357,255,357,357
29Q037,Cynthia Jenkins School,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,353,221,353,353
29Q038,P.S. 038 Rosedale,ELEMENTARY,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0,na,na,na,na,na,na,na,269,269,269,269
29Q052,P.S. 052 Queens,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,376,125,376,188
29Q059,I.S. 059 Springfield Gardens,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,577,481,577,577
29Q095,P.S. 095 Eastwood,ELEMENTARY,5.0,3,2,3,2,0,0,1,1,0,0,Bridging the Gap,na,na,na,na,na,na,1435,287,478,718
29Q109,Jean Nuzzi Intermediate School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,2,1.2,2,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1175,367,588,979
29Q116,P.S./I.S. 116 William C. Hughley,K-8,2.6,1.6,1,1,1,0.6,0,0,0,0.6,0,Bridging the Gap,na,na,na,na,na,na,827,318,517,827
29Q118,P.S. 118 Lorraine Hansberry,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,427,427,427,427
29Q131,P.S. 131 Abigail Adams,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,703,352,703,703
29Q132,P.S. 132 Ralph Bunche,ELEMENTARY,0.6,0.6,0,0,0,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,323,323,323,323
29Q134,P.S. 134 Hollis,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,322,322,322,322
29Q135,The Bellaire School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,882,441,882,882
29Q136,P.S. 136 Roy Wilkins,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,507,254,507,507
29Q138,P.S./M.S. 138 Sunrise,K-8,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,623,389,623,623
29Q147,P.S./M.S. 147 Ronald McNair,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,559,559,559,559
29Q156,P.S. 156 Laurelton,ELEMENTARY,2.0,0,2,0,2,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,197,99,197,99
29Q176,P.S. 176 Cambria Heights,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,723,241,362,723
29Q181,P.S. 181 Brookfield,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,322,161,322,322
29Q192,I.S. 192 The Linden,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,1,1.2,1,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,469,213,469,391
29Q195,P.S. 195 William Haberle,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,468,234,468,468
29Q208,P.S./I.S. 208,K-8,2.4,1.4,1,1,1,0.4,0,0,0,0.4,0,na,High Needs SW,na,na,na,na,na,742,309,530,742
29Q238,I.S. 238 - Susan B. Anthony Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1245,566,623,1245
29Q243,Institute for Health Professions at Cambria Height,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,449,225,449,449
29Q248,Queens Preparatory Academy,HIGH SCHOOL,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,277,231,277,277
29Q251,P.S. 251 Queens,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,334,334,334,334
29Q259,Pathways College Preparatory School: A College Boa,SECONDARY SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,585,195,293,585
29Q265,Excelsior Preparatory High School,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,422,192,211,422
