DBN,School  Information                                                                                                         School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Counts by Role Specificaiton           Full-time GC,Counts by Role Specification                       Full-Time SW,Count by Role Specification          Part-time GC,Count by Role Specification           Part-Time SW,Additional Role Specifications      Bilingual GC,Additional Role Specifications        Bilingual SW,Additional Role Specifications        GC Serving More than One Location,Additional Role Specifications        SW Serving More than One Location,Program Designations Included in Counts      Bridging the Gap,Program Designations Included in Counts        High Needs SW,Program Designations Included in Counts        High Needs GC,Program Designations Included in Counts        School Response Clinician,Program Designations Included in Counts               Single Shepherd,Additional Supports      Learning to Work,Additional Supports              CBO Partner,Enrollment and Ratios   2019-20 SY Enrollment,Enrollment and Ratios           Ratio GC & SW,Enrollment and Ratios                   Ratio GC Only,Enrollment and Ratios                     Ratio SW Only
08X562,Blueprint Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,636,212,318,636
08X583,P.S. 583,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,265,265,265,265
09X004,P.S./M.S. 004 Crotona Park West,K-8,4.6,0,4.6,0,4,0,0.6,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,468,102,468,102
09X011,P.S. 011 Highbridge,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,558,558,558,558
09X022,J.H.S. 022 Jordan L. Mott,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,University Settlement Society of New York,389,195,195,389
09X028,P.S. 028 Mount Hope,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,700,175,350,350
09X035,P.S. 035 Franz Siegel,ELEMENTARY,1.8,0.8,1,0,1,0.8,0,0,0,0.8,0,Bridging the Gap,na,na,na,na,na,na,531,295,531,531
09X042,P.S. 042 Claremont,ELEMENTARY,2.6,1.6,1,1,1,0.6,0,0,0,0,0,na,na,na,na,na,na,na,371,143,232,371
09X053,P.S. 053 Basheer Quisim,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,899,300,899,450
09X055,P.S. 055 Benjamin Franklin,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,611,306,611,611
09X058,P.S. 058,ELEMENTARY,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,394,197,197,394
09X063,P.S. 063 Author's Academy,ELEMENTARY,3.0,1,2,1,2,0,0,1,0,0,0,Bridging the Gap,na,na,na,na,na,na,532,177,532,266
09X070,P.S. 070 Max Schoenfeld,ELEMENTARY,6.0,3,3,3,3,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,1031,172,344,344
09X073,P.S. 073 Bronx,ELEMENTARY,4.0,2,2,2,2,0,0,1,1,0,0,Bridging the Gap,na,na,na,na,na,na,567,142,284,284
09X088,P.S. X088 - S. Silverstein Little Sparrow School,EARLY CHILDHOOD,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0,na,na,na,na,na,na,na,123,123,123,123
09X109,P.S. 109 Sedgwick,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,572,286,572,572
09X110,P.S. 110 Theodore Schoenfeld,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,400,200,400,400
09X114,P.S. X114 - Luis Llorens Torres Schools,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,671,224,336,671
09X117,I.S. 117 Joseph H. Wade,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.4,1,1.4,1,1,0,0.4,0,0,0,0,na,na,na,na,na,na,"ASPIRA of New York, Inc.",443,185,443,316
09X126,P.S. 126 Dr Marjorie H Dunbar,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,577,289,577,577
09X128,Mott Hall III,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,340,170,340,340
09X132,P.S. 132 Garret A. Morgan,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,379,190,379,379
09X163,P.S. 163 Arthur A. Schomburg,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,High Needs SW,na,na,na,na,na,428,214,428,428
09X170,P.S. 170,EARLY CHILDHOOD,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,218,218,218,218
09X199,P.S. 199X - The Shakespeare School,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,663,221,332,663
09X204,P.S. 204 Morris Heights,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,621,621,621,621
09X215,Kappa,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,337,337,337,337
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,3.0,2,1,2,1,0,0,1,0,0,0,Bridging the Gap,na,na,na,na,na,na,1043,348,522,1043
09X219,I.S. 219 New Venture School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,330,110,165,330
09X227,Bronx Collegiate Academy,HIGH SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,The Children's Aid Society,350,117,117,350
09X229,I.S. 229 Roland Patterson,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,241,80,241,121
09X231,Eagle Academy for Young Men,SECONDARY SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,494,165,165,494
09X232,I.S. 232,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,457,114,152,457
09X236,P.S. 236 Langston Hughes,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,317,159,317,317
09X241,Urban Assembly School for Applied Math and Science,SECONDARY SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,599,266,300,599
09X250,Eximius College Preparatory Academy: A College Boa,HIGH SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,393,131,131,393
09X252,Mott Hall Bronx High School,HIGH SCHOOL,3.3,1,2.3,1,2,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,356,110,356,158
09X260,Bronx Center for Science and Mathematics,HIGH SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,441,147,147,441
09X263,Validus Preparatory Academy,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,359,180,359,359
09X274,The New American Academy at Roberto Clemente State,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,624,312,624,624
09X294,The Walton Avenue School,ELEMENTARY,4.0,1,3,1,3,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,476,119,476,159
09X297,Morris Academy for Collaborative Studies,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,432,144,216,432
09X303,I.S. X303 Leadership & Community Service,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,315,315,315,315
09X311,Lucero Elementary School,ELEMENTARY,0.7,0.7,0,0,0,0.7,0,0.2,0,0,0,na,na,na,na,na,na,na,359,359,359,359
09X313,I.S. 313 School of Leadership Development,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,1,1,0,0,na,na,na,na,na,na,"Counseling In Schools, Inc.",268,134,268,268
09X323,Bronx Writing Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,1,3,1,3,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,383,96,383,128
09X324,Bronx Early College Academy for Teaching & Learnin,SECONDARY SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,466,233,466,466
09X327,Comprehensive Model School Project M.S. 327,SECONDARY SCHOOL,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,708,177,236,708
09X328,New Millennium Bronx Academy of the Arts,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,320,160,320,320
09X329,DreamYard Preparatory School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,271,90,136,271
09X339,I.S. 339,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,422,422,422,422
09X350,New Directions Secondary School,SECONDARY SCHOOL,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,Learning to Work,na,197,66,197,99
09X361,The Highbridge Green School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,380,380,380,380
09X365,Academy for Language and Technology,HIGH SCHOOL,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,331,166,166,331
09X403,Bronx International High School,HIGH SCHOOL,2.3,0,2.3,0,2,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,375,161,375,161
09X404,School for Excellence,HIGH SCHOOL,5.0,2,3,2,3,0,0,1,0,0,0,Bridging the Gap,na,na,na,na,na,na,249,50,125,83
09X412,Bronx High School of Business,HIGH SCHOOL,5.0,2,3,2,3,0,0,1,0,0,0,na,na,na,na,na,na,na,303,61,152,101
09X413,Bronx High School for Medical Science,SECONDARY SCHOOL,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,427,142,214,427
09X443,The Family School,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,537,269,269,537
09X449,Grant Avenue Elementary School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,427,427,427,427
09X454,Science and Technology Academy: A Mott Hall School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,1,0,0,na,na,na,na,na,na,na,426,142,426,213
09X457,Sheridan Academy for Young Leaders,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,521,174,521,261
09X505,"Bronx School for Law, Government and Justice",SECONDARY SCHOOL,4.3,3,1.3,3,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,740,174,247,592
09X517,Frederick Douglass Academy III Secondary School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,333,111,167,333
09X525,Bronx Leadership Academy High School,HIGH SCHOOL,5.0,4,1,4,1,0,0,0,0,0,0,na,na,na,na,na,na,na,466,93,117,466
09X543,High School for Violin and Dance,HIGH SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,225,75,75,225
09X555,Mount Eden Children's Academy,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,429,429,429,429
09X564,Claremont International HS,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,363,109,182,272
09X568,Young Women's Leadership School of the Bronx,SECONDARY SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,537,269,269,537
09X593,South Bronx International Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,0,1,0,1,0,0,0,1,0,0,na,na,na,na,na,na,na,96,96,96,96
09X594,M.S. 594,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,252,252,252,252
10X003,P.S. 3 Raul Julia Micro Society,K-8,1.0,0,1,0,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,329,329,329,329
10X007,Milton Fein School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,604,604,604,604
10X008,P.S. 008 Isaac Varian,ELEMENTARY,4.0,3,1,3,1,0,0,1,0,0,0,na,na,na,na,na,na,na,897,224,299,897
10X009,P.S. 9 Ryer Avenue Elementary School,ELEMENTARY,2.0,0,2,0,2,0,0,0,0,0,0,na,na,na,na,na,na,na,815,408,815,408
10X015,P.S. X015 Institute for Environmental Learning,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,485,243,485,485
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,4.0,1,3,1,3,0,0,0,1,0,0,na,na,na,na,na,na,na,907,227,907,302
10X023,P.S. 023 The New Children's School,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,441,147,441,221
10X024,P.S. 024 Spuyten Duyvil,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,844,422,844,844
10X032,P.S. 032 Belmont,ELEMENTARY,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,728,182,364,364
10X033,P.S. 033 Timothy Dwight,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,na,na,na,na,na,na,na,848,283,848,424
10X037,P.S. X037 - Multiple Intelligence School,K-8,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,626,209,313,626
10X045,Thomas C. Giordano Middle School 45,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,708,315,708,566
10X046,P.S. 046 Edgar Allan Poe,ELEMENTARY,5.0,3,2,3,2,0,0,0,0,0,0,na,na,na,na,na,na,na,823,165,274,412
10X051,The Bronx STEM and Arts Academy,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,206,206,206,206
10X054,P.S./I.S. 54,ELEMENTARY,3.0,0,3,0,3,0,0,0,1,0,0,na,na,na,na,na,na,na,454,151,454,151
10X056,P.S. 056 Norwood Heights,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,682,227,341,682
10X059,P.S. 059 The Community School of Technology,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,524,175,524,262
10X077,Bedford Park Elementary School,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,High Needs SW,na,na,na,na,na,507,254,507,507
10X080,J.H.S. 080 The Mosholu Parkway,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,641,285,321,641
10X081,P.S. 081 Robert J. Christen,ELEMENTARY,1.4,1,0.4,1,0,0,0.4,0,0,0,0,na,na,na,na,na,na,na,765,546,765,765
10X085,P.S. 085 Great Expectations,ELEMENTARY,6.0,1,5,1,5,0,0,0,2,0,0,Bridging the Gap,na,na,na,na,na,"Counseling In Schools, Inc.",842,140,842,168
10X086,P.S. 086 Kingsbridge Heights,ELEMENTARY,6.0,3,3,3,3,0,0,1,1,0,0,na,na,na,na,na,na,na,1641,274,547,547
10X091,P.S. 091 Bronx,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,598,199,598,299
10X094,P.S. 094 Kings College School,ELEMENTARY,4.0,3,1,3,1,0,0,1,0,0,0,na,na,na,na,na,na,na,1160,290,387,1160
10X095,P.S. 095 Sheila Mencher,K-8,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,1143,286,572,572
10X118,J.H.S. 118 William W. Niles,JUNIOR HIGH-INTERMEDIATE-MIDDLE,6.7,3,3.7,3,3,0,0.7,0,1,0,0.7,Bridging the Gap,na,na,School Response Clinicians,na,na,na,1047,157,349,287
10X141,Riverdale / Kingsbridge Academy (Middle School / H,SECONDARY SCHOOL,6.0,4,2,4,2,0,0,2,0,0,0,na,na,na,na,na,na,na,1540,257,385,770
10X159,P.S. 159 Luis Munoz Marin Biling,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,194,194,194,194
10X205,P.S. 205 Fiorello LaGuardia,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,904,226,452,452
10X206,I.S. 206 Ann Mersereau,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,270,216,270,270
10X207,P.S. 207,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,371,186,371,371
10X209,P.S. 209,EARLY CHILDHOOD,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,274,274,274,274
10X213,Bronx Engineering and Technology Academy,HIGH SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,395,132,132,395
10X225,Theatre Arts Production Company School,SECONDARY SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,523,161,262,418
10X226,P.S. 226,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,412,206,206,412
10X228,Jonas Bronck Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,267,119,267,214
10X237,"The Marie Curie School for Medicine, Nursing, and",HIGH SCHOOL,3.2,1,2.2,1,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,383,120,383,174
10X243,West Bronx Academy for the Future,SECONDARY SCHOOL,3.3,3,0.3,3,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,614,189,205,614
10X244,The New School for Leadership and Journalism,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.2,4,0.2,4,0,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,718,171,180,718
10X246,P.S. 246 Poe Center,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,630,210,315,630
10X254,I.S. 254,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2,0.3,2,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,468,208,234,468
10X264,Bronx Academy for Software Engineering (BASE),HIGH SCHOOL,5.3,2,3.3,2,3,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,396,75,198,122
10X268,Kingsbridge International High School,HIGH SCHOOL,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,434,109,145,434
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,6.0,4,2,4,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,952,159,238,476
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,802,201,401,401
10X284,Bronx School of Law and Finance,HIGH SCHOOL,6.0,5,1,5,1,0,0,1,0,0,0,na,na,na,na,na,na,na,392,65,78,392
10X291,P.S. 291,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,576,288,576,576
10X306,P.S. 306,ELEMENTARY,3.0,1,2,1,2,0,0,1,1,0,0,na,na,na,na,na,na,na,605,202,605,303
10X307,Luisa Pineiro Fuentes School of Science and Discov,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,301,151,301,301
10X308,Bronx Dance Academy School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,261,209,261,261
10X310,P.S. 310 Marble Hill,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,na,na,na,na,na,na,na,655,164,328,328
10X315,P.S. 315 Lab School,K-8,3.0,3,0,3,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,228,76,76,228
10X319,Providing Urban Learners Success In Education High,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,237,237,237,237
10X331,The Bronx School of Young Leaders,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3,0.3,3,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,441,136,147,441
10X340,P.S. 340,ELEMENTARY,2.0,0,2,0,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,574,287,574,287
10X342,International School for Liberal Arts,SECONDARY SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,508,169,169,508
10X344,Ampark Neighborhood,ELEMENTARY,1.4,1,0.4,1,0,0,0.4,0,0,0,0,na,na,High Needs GC,na,na,na,na,388,277,388,388
10X351,Bronx Collaborative High School,HIGH SCHOOL,5.0,1,4,1,4,0,0,0,0,0,0,na,na,na,na,na,na,na,561,112,561,140
10X353,World View High School,HIGH SCHOOL,4.2,3,1.2,3,1,0,0.2,2,0,0,0.2,na,na,High Needs GC,School Response Clinicians,na,na,na,583,139,194,486
10X360,P.S. 360,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,389,195,195,389
10X363,Academy For Personal Leadership And Excellence,JUNIOR HIGH-INTERMEDIATE-MIDDLE,7.3,4,3.3,4,3,0,0.3,0,1,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,"Partnership with Children, Inc.",889,123,222,274
10X368,In-Tech Academy (M.S. / High School 368),SECONDARY SCHOOL,4.0,4,0,4,0,0,0,0,0,0,0,na,na,na,na,na,na,na,1000,250,250,1000
10X374,Knowledge and Power Preparatory Academy Internatio,HIGH SCHOOL,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,421,132,140,421
10X382,"Elementary School for Math, Science, and Technolog",ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,278,278,278,278
10X386,School for Environmental Citizenship,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,578,578,578,578
10X390,M.S. 390,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.3,2,3.3,2,3,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,550,105,275,169
10X391,The Angelo Patri Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,2,1.3,2,1,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,"Wediko Children's Services, Inc.",467,144,234,374
10X396,P.S. 396,ELEMENTARY,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,na,na,na,294,98,98,294
10X397,English Language Learners and International Suppor,HIGH SCHOOL,5.0,2,3,2,3,0,0,0,1,0,0,na,na,na,na,na,Learning to Work,na,316,63,158,105
10X433,High School for Teaching and the Professions,HIGH SCHOOL,4.0,3,1,3,1,0,0,1,1,0,0,na,na,na,na,na,na,na,414,104,138,414
10X434,Belmont Preparatory High School,HIGH SCHOOL,3.3,3,0.3,3,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,389,120,130,389
10X437,Fordham High School for the Arts,HIGH SCHOOL,3.2,1,2.2,1,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,369,115,369,168
10X438,Fordham Leadership Academy,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,373,170,187,373
10X439,Bronx High School for Law and Community Service,HIGH SCHOOL,4.2,4,0.2,4,0,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,406,97,102,406
10X440,DeWitt Clinton High School,HIGH SCHOOL,7.3,4,3.3,4,3,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,975,134,244,300
10X442,"Celia Cruz Bronx High School of Music, The",HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,441,221,221,441
10X445,The Bronx High School of Science,HIGH SCHOOL,14.2,13,1.2,13,1,0,0.2,2,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,2981,210,229,2484
10X447,Creston Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,455,202,228,455
10X477,Marble Hill High School for International Studies,HIGH SCHOOL,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,442,442,442,442
10X524,Crotona International High School,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,338,104,169,270
10X546,Bronx Theatre High School,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,328,164,164,328
10X549,Discovery High School,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,449,225,225,449
10X565,High School for Energy and Technology,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,382,118,191,306
10X696,High School of American Studies at Lehman College,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,382,170,191,382
11X016,P.S. 016 Wakefield,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,322,161,322,322
11X019,P.S. 019 Judith K. Weiss,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,525,263,525,525
11X021,P.S. 021 Philip H. Sheridan,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,600,200,600,300
11X041,P.S. 041 Gun Hill Road,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,816,272,408,816
11X068,P.S. 068 Bronx,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,576,192,288,576
11X076,P.S. 076 The Bennington School,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,839,280,420,839
11X078,P.S. 078 Anne Hutchinson,ELEMENTARY,4.0,2,2,2,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,756,189,378,378
11X083,P.S. 083 Donald Hertz,K-8,6.0,4,2,4,2,0,0,0,1,0,0,na,na,na,na,na,na,na,1623,271,406,812
11X087,P.S. 087 Bronx,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,513,171,257,513
